date,headline,abstract,snippet,lead_paragraph,web_url,section,subsection,byline,document_type,news_desk,type_of_material,word_count,source,keywords
2023-11-24T01:56:09Z,"Flashback: Your Weekly History Quiz, Nov. 26, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/11/23/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-11-11T10:01:47Z,"Sweeping Raids, Giant Camps and Mass Deportations: Inside Trump’s 2025 Immigration Plans","If he regains power, Donald Trump wants not only to revive some of the immigration policies criticized as draconian during his presidency, but expand and toughen them.","If he regains power, Donald Trump wants not only to revive some of the immigration policies criticized as draconian during his presidency, but expand and toughen them.",,https://www.nytimes.com/2023/11/11/us/politics/trump-2025-immigration-agenda.html,U.S.,Politics,"By Charlie Savage, Maggie Haberman and Jonathan Swan",article,Politics,News,2888,The New York Times,"Trump, Donald J, Presidential Election of 2024, Presidential Power (US), Immigration and Emigration, Illegal Immigration, Immigration Detention, Deportation, Family Separation Policy (US Immigration), Asylum, Right of, Border Barriers, Law and Legislation, Miller, Stephen (1985- ), Deferred Action for Childhood Arrivals, United States Politics and Government, United States International Relations, Human Rights and Human Rights Violations"
2023-12-16T01:42:22Z,"Flashback: Your Weekly History Quiz, Dec. 17, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/12/15/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-09-03T00:14:53Z,"Flashback: Your Weekly History Quiz, Sept. 3, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/09/02/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-09-29T21:23:06Z,"Flashback: Your Weekly History Quiz, Sept. 1, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/09/29/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-11-18T01:00:54Z,"Flashback: Your Weekly History Quiz, Nov. 19, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/11/17/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-12-06T01:02:40Z,"A New Trump Administration Will ‘Come After’ the Media, Says Kash Patel","Donald Trump, who has already promised to use the Justice Department to “go after” his political adversaries, is expected to install Mr. Patel in a senior role if he returns to power.","Donald Trump, who has already promised to use the Justice Department to “go after” his political adversaries, is expected to install Mr. Patel in a senior role if he returns to power.",,https://www.nytimes.com/2023/12/05/us/politics/trump-kash-patel-journalists.html,U.S.,Politics,"By Jonathan Swan, Maggie Haberman and Charlie Savage",article,Politics,News,1341,The New York Times,"Patel, Kashyap, Trump, Donald J, Bannon, Stephen K, Presidential Election of 2024, News and News Media, Freedom of the Press"
2023-08-20T00:32:47Z,"Flashback: Your Weekly History Quiz, Aug. 20, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/08/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-06-15T09:00:40Z,The Radical Strategy Behind Trump’s Promise to ‘Go After’ Biden,Conservatives with close ties to Donald J. Trump are laying out a “paradigm-shifting” legal rationale to erase the Justice Department’s independence from the president.,Conservatives with close ties to Donald J. Trump are laying out a “paradigm-shifting” legal rationale to erase the Justice Department’s independence from the president.,,https://www.nytimes.com/2023/06/15/us/politics/trump-indictment-justice-department.html,U.S.,Politics,"By Jonathan Swan, Charlie Savage and Maggie Haberman",article,Politics,News,1614,The New York Times,"Trump, Donald J, Presidents and Presidency (US), Justice Department, Federal Bureau of Investigation, Special Prosecutors (Independent Counsel), Republican Party, Conservatism (US Politics), Federal Criminal Case Against Trump (Documents Case), Classified Information and State Secrets, Presidential Election of 2024, Biden, Joseph R Jr, United States Politics and Government, Clark, Jeffrey B (1967- ), Vought, Russell T"
2023-09-22T21:45:58Z,"Flashback: Your Weekly History Quiz, Sept. 24, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/09/22/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-09-08T22:32:31Z,"Flashback: Your Weekly History Quiz, Sept. 10, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/09/08/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-07-10T17:36:48Z,Trial Guide: The Jemaah Islamiyah Case at Guantánamo Bay,"Three prisoners were charged with terrorism, murder and conspiracy in bombings in Indonesia 20 years ago that killed more than 200 people. Two pleaded guilty and were sent home.","Three prisoners were charged with terrorism, murder and conspiracy in bombings in Indonesia 20 years ago that killed more than 200 people. Two pleaded guilty and were sent home.",,https://www.nytimes.com/2023/07/10/us/politics/bali-jakarta-bombings-trial-guide.html,U.S.,Politics,By Carol Rosenberg,article,Washington,News,1288,The New York Times,"Terrorism, United States Defense and Military Forces, September 11 (2001), Military Tribunals, Prisons and Prisoners, Detainees, Torture, Al Qaeda, Jemaah Islamiyah, Central Intelligence Agency, Bali (Indonesia), Jakarta (Indonesia), Nurjaman, Encep (Hambali), Bin Amin, Mohammed Farik, Bin Lep, Mohammed Nazir, Bombs and Explosives"
2023-11-10T20:17:51Z,"Flashback: Your Weekly History Quiz, Nov. 12, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/11/10/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-12-09T01:43:44Z,"Flashback: Your Weekly History Quiz, Dec. 10, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/12/08/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-09-15T21:34:15Z,"Flashback: Your Weekly History Quiz, Sept. 17, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/09/15/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-05T22:47:28Z,"Flashback: Your Weekly History Quiz, Jan. 7, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/05/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-12-06T01:02:40Z,"A New Trump Administration Will ‘Come After’ the Media, Says Kash Patel","Donald Trump, who has already promised to use the Justice Department to “go after” his political adversaries, is expected to install Mr. Patel in a senior role if he returns to power.","Donald Trump, who has already promised to use the Justice Department to “go after” his political adversaries, is expected to install Mr. Patel in a senior role if he returns to power.",,https://www.nytimes.com/2023/12/05/us/politics/trump-kash-patel-journalists.html,U.S.,Politics,"By Jonathan Swan, Maggie Haberman and Charlie Savage",article,Politics,News,1341,The New York Times,"Patel, Kashyap, Trump, Donald J, Bannon, Stephen K, Presidential Election of 2024, News and News Media, Freedom of the Press"
2023-01-19T22:27:14Z,U.S. Drops Case Against Police Officer It Had Called an ‘Insider Threat’,"Baimadajie Angwang, a New York Police Department officer, had been accused of spying for China. Prosecutors said the charges were dismissed after new information had come to light.","Baimadajie Angwang, a New York Police Department officer, had been accused of spying for China. Prosecutors said the charges were dismissed after new information had come to light.",,https://www.nytimes.com/2023/01/19/nyregion/nypd-officer-china-spy-angwang.html,New York,,By Rebecca Davis O’Brien,article,Metro,News,1333,The New York Times,"Espionage and Intelligence Services, Police, Politics and Government, Police Department (NYC), Angwang, Baimadajie (New York, NY, Police Officer), China, New York State, Long Island (NY), Justice Department, Brooklyn (NYC)"
2024-01-04T00:00:00Z,Butter Pilaf,"This simple butter pilaf is a delicious alternative to your <a href=""https://cooking.nytimes.com/recipes/1019204-basic-stovetop-rice"">basic stovetop rice</a>, without much additional work. A pilaf consists of grains that are toasted in fat before cooking in a liquid. The step of cooking in fat is called parching, and it prevents the grains from clumping while adding flavor from both the toasting and the fat itself. Pilaf can be made with almost any grain, fat and liquid, and is supremely versatile. For extra flavor, swap out the water for broth or <a href=""https://cooking.nytimes.com/recipes/1023837-dashi"">dashi</a>. Level it up with aromatics, like chopped onion or garlic, sweated (gently cooked) in the fat before parching the rice. Add spices, like turmeric or paprika, to toast along with the grains of rice. Stir in quick-cooking meat, like diced chicken or peeled shrimp, and vegetables, such as peas or cauliflower, after adding the water to steam along with the rice. Toss in herbs, like a spring of thyme or a bay leaf, to perfume the grains.",,,https://cooking.nytimes.com/recipes/1024516-butter-pilaf,,,Sohla El-Waylly,recipe,,Recipe,0,,"cooking 101, dinner, easy, five ingredient, grains and rice, lunch, rice, side dish, stovetop, unsalted butter, vegetarian, weeknight"
2024-01-04T00:00:00Z,Broccoli With Sizzled Nuts and Dates,"Broccoli and other cruciferous vegetables, like cabbage and brussels sprouts, can handle some char. Blackening makes them sweet and caramelized rather than bitter and burnt. The key is to cook the vegetables hot and fast, so the pieces develop color without becoming mushy and they’re crackly at the edges while still crisp-tender at the cores. Make sure your broccoli florets are thoroughly dried before cooking by taking them for a ride in a salad spinner. (Water will slow down the browning, resulting in florets that steam instead of char.) A topping of toasted nuts, sticky dates, bright lemon and bites of peppercorn adds complexity to this humble vegetable. ",,,https://cooking.nytimes.com/recipes/1024947-broccoli-with-sizzled-nuts-and-dates,,,Sohla El-Waylly,recipe,,Recipe,0,,"broccoli, broil, cashew, cooking 101, date, dinner, easy, five ingredient, for two, lunch, pecan, pepita, quick, side dish, vegan, vegetables, vegetarian, weeknight"
2023-04-04T09:00:14Z,She Was 19 When the Atomic Bomb Dropped,"Akiko Takakura survived the atomic bombing of Hiroshima. This is her story, in her words.","Akiko Takakura survived the atomic bombing of Hiroshima. This is her story, in her words.",,https://www.nytimes.com/2023/04/04/opinion/hiroshima-atomic-bomb-survivor.html,Opinion,,By André Hörmann and Anna Samo,article,OpEd,Op-Ed,412,The New York Times,"Documentary Films and Programs, Nuclear Weapons, World War II (1939-45), Hiroshima (Japan)"
2024-01-04T00:00:00Z,Spaghetti Stir-Fry With Chicken ,"This is nowhere near a traditional Chinese stir-fry or Italian spaghetti dish. Instead, it’s a recipe my amu (the Bengali term for mother) made by combining staples from her pantry and fridge to reflect the flavors of our favorite takeout without the need for specific noodles or a wok. By using frozen mixed vegetables, there’s only minimal prep and knife work required. The chicken, aromatics and vegetables cook while the pasta boils, so it all comes together quickly. Serve it just out of the pot for a hot meal, or eat it cold the next day, straight out of the fridge. ",,,https://cooking.nytimes.com/recipes/1024945-spaghetti-stir-fry-with-chicken,,,Sohla El-Waylly,recipe,,Recipe,0,,"chicken thigh, cooking 101, dinner, easy, lunch, main course, pastas, quick, spaghetti, stir-fry, stovetop, weeknight"
2024-01-05T00:00:00Z,Spatchcock Roast Chicken,"For an exceptionally tender bird that roasts in a fraction of the time of a whole one, consider spatchcocking and brining your chicken. All you need to spatchcock a chicken is a set of sturdy kitchen shears. By snipping along the sides of the backbone, you can remove it, open up your bird and press it flat. A flat chicken allows the legs to get more direct heat for better browning and quicker cooking. If you have time, season the chicken with salt and pepper and chill it in the fridge, uncovered, overnight, a step called dry brining. This gives the salt time to dissolve and be drawn into the meat, resulting in juicy, well-seasoned meat as well as crisp, rendered skin. Roasting on a bed of aromatics infuses the chicken with flavor. Use whatever you’ve got on hand, from sliced onions or lemons to herbs like rosemary or thyme. Setup is key to avoiding cross-contamination, so before handling your raw chicken, gather everything you will need.",,,https://cooking.nytimes.com/recipes/1024948-spatchcock-roast-chicken,,,Sohla El-Waylly,recipe,,Recipe,0,,"cooking 101, dinner, easy, five ingredient, main course, partial-access-ic, roast, roast chicken, weeknight, whole chicken"
2023-10-31T02:02:09Z,"Flashback: Your Weekly History Quiz, Oct. 31, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/10/30/upshot/flashback.html,The Upshot,,By Maya Salam,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-04T00:00:00Z,Buttery Steak and Potatoes,"In professional kitchens, a good line cook can insert a cake tester into a steak, feel it on their lips and know the doneness from its warmth — but this expertise takes time to master. The poke test, in which you compare the firmness of a steak to that of your clenched fist, doesn’t work consistently across various cuts and types of meat. How marbled your steak is, whether it’s conventionally raised, grass-fed or grain-finished, all affect the meat’s final texture. For a perfectly cooked steak every time, your best bet is to use a thermometer. A little bit of tech, combined with frequent flipping, a cast-iron skillet and a final butter baste, will guarantee a steak with a deep mahogany crust on the outside and evenly cooked, ideal doneness on the inside. While the steak rests, toss boiled potatoes in the brown butter drippings for a satisfying and simple side. ",,,https://cooking.nytimes.com/recipes/1024946-buttery-steak-and-potatoes,,,Sohla El-Waylly,recipe,,Recipe,0,,"cast iron, cooking 101, dinner, easy, for two, main course, potato, quick, sear, skillet, skirt steak, steak, steaks and chops, unsalted butter, weeknight"
2023-02-23T19:19:44Z,17 Winter Vegetarian Recipes to Chase Away the Cold-Weather Blues,"Summer produce may get all of the glory, but these weeknight recipes make winter vegetables exciting and bright.","Summer produce may get all of the glory, but these weeknight recipes make winter vegetables exciting and bright.",,https://cooking.nytimes.com/article/winter-vegetables-recipes,Food,,By Tanya Sichynsky and Allison Jiang,article,Dining,NYT Cooking,1252,The New York Times,"Vegetables, Cooking and Cookbooks, Content Type: Service"
2023-10-09T08:02:00Z,Here Are the 10 Biggest U.S. Lottery Jackpots Ever,A $1.817 billion Powerball prize won on Christmas Eve in Arkansas now ranks as the second-largest U.S. lottery jackpot ever.,A $1.817 billion Powerball prize won on Christmas Eve in Arkansas now ranks as the second-largest U.S. lottery jackpot ever.,,https://www.nytimes.com/article/lottery-jackpot-record-powerball-megamillions.html,U.S.,,By The New York Times,article,Express,News,652,The New York Times,"Lotteries, Gambling, United States"
2024-01-04T00:00:00Z,Roasted Salmon With Dill and Cucumber Salad,"Fish can be dry-brined relatively quickly compared to chicken and other proteins, and the benefits are just as magical: The dry-brining process extends shelf life, aids in crisping the skin, prevents overcooking and firms up the flesh. To do it, heavily salt your fish for at least 15 minutes and up to 2 hours (any longer and the fish will cure), then rinse and pat it dry. You can cook it right away, or store it in the coolest part of your fridge, wrapped in paper towels and placed in a zip-top bag, preferably on ice, for up to 3 days.",,,https://cooking.nytimes.com/recipes/1024944-roasted-salmon-with-dill-and-cucumber-salad,,,Sohla El-Waylly,recipe,,Recipe,0,,"cooking 101, cucumber, dill, dinner, dried cranberry, easy, main course, quick, roast, salmon fillet, seafood, weeknight"
2023-06-27T00:00:00Z,Taco Salad,"This Mexican American classic has roots at Disneyland. Charles Elmer Doolin, a cofounder of the Frito Company, created an edible cup out of Fritos and served it at his Disneyland restaurant, Casa de Fritos, in 1955. It was the size of a teacup, filled with ground beef, beans and sour cream, and called the Ta-Cup (a portmanteau of taco and cup). The creation was a hit, with recipes for taco salad made with various corn chips proliferating in the ’60s, becoming a staple in school cafeterias, and eventually growing into the jumbo version added to the Taco Bell menu in 1984. (The menu item was retired in 2020.) You can use any corn chip for this recipe, and there’s no need for it to be in cup form, but opt for Fritos, if you want that authentic taste. ",,,https://cooking.nytimes.com/recipes/1024304-taco-salad,,,Sohla El-Waylly,recipe,,Recipe,0,,"cheddar, chili powder, colby cheese, cooking 101, dinner, easy, ground beef, ground cumin, iceberg lettuce, lunch, main course, mexican american, partial-access-ic, pinto bean, quick, salad, stovetop, weeknight"
2023-04-11T00:00:00Z,Miso-Honey Chicken and Asparagus,"This quick and easy sheet-pan meal is broiled instead of baked, which chars the marinade slightly on the chicken, browns the asparagus for maximum flavor and cuts the cooking time to around 10 minutes. The miso-honey mixture packs a punch, with lots of garlic, ginger and as much hot sauce as you like. It doubles as a marinade for the chicken and a sauce to spoon over the chicken and asparagus once cooked. Make sure to arrange the chicken thighs in a single layer, so they cook and char evenly, and keep an eye on the pan, as some broilers have hot spots. Feel free to substitute broccolini for the asparagus, and serve with steamed rice, if desired. (Watch 
<a href=""https://www.youtube.com/watch?v=0hhzLmY5ZCk/"">Yossy Arefi make Miso-Honey Chicken and Asparagus here</a>.)",,,https://cooking.nytimes.com/recipes/1023863-miso-honey-chicken-and-asparagus,,,Yossy Arefi,recipe,,Recipe,0,,"asparagus, broil, chicken thigh, dinner, easy, honey, main course, miso, partial-access-ic, poultry, quick, sheet-pan, soy sauce, weeknight"
2023-04-06T00:00:00Z,Kerala-Style Vegetable Korma,"A korma can be made with any combination of meats and vegetables, braised or stewed. In the Indian coastal state of Kerala, where coconuts are abundant, vegetable korma is made with desiccated fresh coconut and coconut milk. This quick, convenient version uses the same foundation — onion, tomatoes, ginger and garlic — while skipping the fresh coconut. It works just as well with whatever combination of fresh or frozen vegetables that might be handy. Cashew butter is used in place of making a paste from soaked cashews. Black mustard seeds add complex bitterness; Thai green chiles, black pepper and garam masala give it a kick. Cutting corners doesn’t quell any flavor in this recipe.",,,https://cooking.nytimes.com/recipes/1024095-kerala-style-vegetable-korma,,,Zainab Shah,recipe,,Recipe,0,,"braise, broccoli, carrot, cashew butter, cauliflower, chile, coconut milk, coconut oil, corn, curry, dinner, easy, eid al-fitr, ghee, great leftovers, green bean, indian, lunch, main course, one pot, partial-access-ic, pea, quick, side dish, vegan, vegetables, weeknight"
2023-02-25T00:00:00Z,Quinoa and Broccoli Spoon Salad,"This easy chopped salad fits loads of texture and flavor onto a spoon by combining finely chopped raw broccoli with chewy dried cranberries, crunchy pecans, fluffy quinoa and chunks of sharp Cheddar cheese. The mixture is tossed in a punchy mustard vinaigrette that soaks into the florets, only getting better as it sits. Feel free to substitute the quinoa for any grain, like brown rice, farro or buckwheat groats, though the cook time may vary. ",,,https://cooking.nytimes.com/recipes/1023843-quinoa-and-broccoli-spoon-salad,,,Sohla El-Waylly,recipe,,Recipe,0,,"apple, broccoli, cooking 101, dijon mustard, dinner, dried cranberry, full-access-ic-2025-01, gluten-free, grain bowl, lunch, main course, make-ahead, partial-access-ic, pecan, quick, quinoa, sharp cheddar, vegetarian, weeknight"
2023-07-18T00:00:00Z,Grated Tomato Pasta,"It’s tough to highlight peak summer tomatoes in pasta. To make the most out of their bright flavor, summer tomatoes should be minimally cooked. This recipe gently warms the fruit, so they keep their acidity and succulence. Since the tomato hasn’t had the liquid cooked out, it doesn’t cling to the spaghetti the way a <a href=""https://cooking.nytimes.com/recipes/1023408-pasta-al-pomodoro"">cooked pomodoro</a> would, but this keeps the dish light and bright, and makes it perfect for a hot summer day. Be sure to serve with plenty of bread to sop up the cheesy sauce that is left behind at the bottom of the bowl. If juicy, ripe tomatoes aren’t around, swap out for cherry tomatoes and blend them instead of grating to get a similar effect.",,,https://cooking.nytimes.com/recipes/1024307-grated-tomato-pasta,,,Ham El-Waylly,recipe,,Recipe,0,,"basil, cooking 101, dinner, easy, five ingredient, full-access-ic-2024-08, heirloom tomato, main course, parmesan, pastas, quick, spaghetti, stovetop, summer, tomato, vegan, vegetarian, weeknight"
2024-06-08T09:02:35Z,Trump Vows to Lower Prices. Some of His Policies May Raise Them.,"Donald J. Trump has not released a detailed economic plan. But three of his key proposals would push prices up, economists say.","Donald J. Trump has not released a detailed economic plan. But three of his key proposals would push prices up, economists say.",,https://www.nytimes.com/2024/06/08/us/politics/trump-2025-inflation.html,U.S.,Politics,"By Charlie Savage, Maggie Haberman and Jonathan Swan",article,Politics,News,2360,The New York Times,"Presidential Election of 2024, Prices (Fares, Fees and Rates), United States Economy, Regulation and Deregulation of Industry, Inflation (Economics), Trump, Donald J"
2024-01-31T00:12:27Z,Track the Latest Atmospheric River to Hit the West Coast,Use these maps to follow the storm’s forecast and impact.,Use these maps to follow the storm’s forecast and impact.,,https://www.nytimes.com/interactive/2024/us/atmospheric-river-california-west-tracker.html,U.S.,,"By William B. Davis, Madison Dong, Judson Jones and Bea Malsky",interactive,Weather,Interactive Feature,0,The New York Times,"Weather, Rain, Floods, Atmospheric Rivers, California, Pacific Northwestern States (US)"
2024-06-07T22:41:51Z,If Trump Wins,Donald Trump and his closest allies are planning a radical reshaping of American government. Here are some of the policy stakes if he regains power in 2025.,Donald Trump and his closest allies are planning a radical reshaping of American government. Here are some of the policy stakes if he regains power in 2025.,,https://www.nytimes.com/interactive/2024/06/16/us/politics/trump-policy-list-2025.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",interactive,Washington,Interactive Feature,0,The New York Times,"vis-design, United States Politics and Government, Presidential Election of 2024, Illegal Immigration, Justice Department, International Trade and World Market, United States International Relations, Trump, Donald J, Europe, Mexico"
2024-02-22T20:01:37Z,Let Us Help You Find Your Next Book,"Reading picks from Book Review editors, guaranteed to suit any mood.","Reading picks from Book Review editors, guaranteed to suit any mood.",,https://www.nytimes.com/interactive/2026/books/what-to-read-next.html,Books,,By The New York Times Books Staff,interactive,,Interactive Feature,0,The New York Times,"vis-design, Books and Literature, genre-books-science-fiction, genre-books-thriller, genre-books-childrens, Content Type: Service"
2024-01-12T00:10:25Z,Tracking Freezing Temperatures in the U.S.,See detailed maps of the latest forecast for freezing temperatures in the United States.,See detailed maps of the latest forecast for freezing temperatures in the United States.,,https://www.nytimes.com/interactive/2025/us/freezing-temperatures-cold-weather-map.html,U.S.,,"By William B. Davis, Judson Jones, Bea Malsky and Madison Dong",interactive,Weather,Interactive Feature,0,The New York Times,"Wind, Weather, Cold and Cold Spells, Frostbite, States (US), United States"
2024-08-17T09:01:05Z,"Deploying on U.S. Soil: How Trump Would Use Soldiers Against Riots, Crime and Migrants",The former president’s vision of using the military to enforce the law domestically would carry profound implications for civil liberties.,The former president’s vision of using the military to enforce the law domestically would carry profound implications for civil liberties.,,https://www.nytimes.com/2024/08/17/us/politics/trump-2025-insurrection-act.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",article,Politics,News,3320,The New York Times,"Trump, Donald J, Civil Rights and Liberties, Insurrection Act (1807), United States Defense and Military Forces, United States Politics and Government, Presidential Election of 2024, Federal-State Relations (US), Barr, William P, Clark, Jeffrey B (1967- ), Miller, Stephen (1985- ), Vought, Russell T"
2024-06-13T20:29:16Z,"Courting C.E.O.s, Trump Says He Intends to Cut Corporate Taxes Again","Donald Trump cut the business tax rate to 21 percent from 35 percent in 2017. Speaking privately to business leaders, he said if he retook power, he wanted to make it 20 percent.","Donald Trump cut the business tax rate to 21 percent from 35 percent in 2017. Speaking privately to business leaders, he said if he retook power, he wanted to make it 20 percent.",,https://www.nytimes.com/2024/06/13/us/politics/trump-corporate-tax-rate.html,U.S.,Politics,"By Jonathan Swan, Maggie Haberman and Charlie Savage",article,Politics,News,1380,The New York Times,"Trump, Donald J, Taxation, Tax Cuts and Jobs Act (2017), Presidential Election of 2024, United States Politics and Government, Republican Party"
2024-05-17T20:03:58Z,"Flashback: Your Weekly History Quiz, May 18, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/17/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-05T21:15:49Z,Results: Times/Siena Recontact Study of Previous Poll Respondents,"Results of a recontact study in June re-interviewing 1,897 registered voters who had taken a Times/Siena poll in April or May, before the verdict in Donald J. Trump’s trial in New York.","Results of a recontact study in June re-interviewing 1,897 registered voters who had taken a Times/Siena poll in April or May, before the verdict in Donald J. Trump’s trial in New York.",,https://www.nytimes.com/interactive/2024/06/05/us/elections/times-siena-recontact-study-results.html,U.S.,Elections,,interactive,,Interactive Feature,0,The New York Times,New York Times/Siena College Poll
2024-10-25T20:59:27Z,"Flashback: Your Weekly History Quiz, Oct. 26, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/25/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-25T20:59:27Z,"Flashback: Your Weekly History Quiz, Oct. 26, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/25/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-27T17:54:12Z,"Flashback: Your Weekly History Quiz, Sept. 28, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/27/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-30T18:52:58Z,"Flashback: Your Weekly History Quiz, Aug. 31, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/30/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-08T20:23:00Z,"Flashback: Your Weekly History Quiz, Nov. 9, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/08/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-28T20:12:17Z,"Flashback: Your Weekly History Quiz, June 29, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/06/28/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-02-09T23:18:44Z,"Flashback: Your Weekly History Quiz, Feb. 10, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/02/09/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-12T22:07:58Z,"Flashback: Your Weekly History Quiz, Jan. 14, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/12/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-06T21:11:41Z,"Flashback: Your Weekly History Quiz, Sept. 7, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/06/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-22T20:18:11Z,"Flashback: Your Weekly History Quiz, Nov. 23, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/22/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-29T19:11:10Z,"Flashback: Your Weekly History Quiz, Nov. 30, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/29/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-19T22:31:14Z,"Flashback: Your Weekly History Quiz, Jan. 20, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-04T19:01:48Z,"Flashback: Your Weekly History Quiz, Oct. 5, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/04/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-04-19T20:21:26Z,"Flashback: Your Weekly History Quiz, April 20, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/04/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
